Date,Sales,Clicks,Views,Click-Through Rate,Product Price,Competitor Price,Daily Cost,Profit,Weekday,Promotion Intensity,inventory
2013/11/15,47,7040,28980,24.29%,96.34,110.01,4287.9,240.08,5,0,3058
2013/11/16,93,5196,22392,23.20%,95.38,107.43,8591.64,278.7,6,0,3011
2013/11/17,69,6355,40740,15.60%,95.79,100.05,6350.19,259.32,0,0,2918
2013/11/18,79,8383,28810,29.10%,96.74,97.86,7374.06,268.4,1,0,2849
2013/11/19,80,4209,17000,24.76%,93.87,96.26,7246.34,263.26,2,0,2770
2013/11/20,85,7291,34575,21.09%,99.65,101.55,8186.75,283.5,3,0,2690
2013/11/21,91,7441,33466,22.23%,93.41,95.14,8230.12,270.19,4,0,2605
2013/11/22,88,6498,35330,18.39%,92.94,100.17,7911.82,266.9,5,0,2514
2013/11/23,76,4229,28278,14.96%,97.64,101.24,7152.95,267.69,6,0,2426
2013/11/24,85,6204,36239,17.12%,96.87,102.07,7958.69,275.26,0,0,2350
2013/11/25,28,5825,23154,25.16%,96.49,110.81,2477.38,224.34,1,0,2265
2013/11/26,22,2940,28577,10.29%,96.45,106.35,1903,218.9,2,0,2237
2013/11/27,73,1724,13991,12.32%,95.13,108.67,6684.01,260.48,3,0,2215
2013/11/28,108,8285,75869,10.92%,93.31,95.31,9796.65,280.83,4,0,2142
2013/11/29,73,4387,40565,10.81%,95.21,100.67,6689.48,260.85,5,0,2034
2013/11/30,50,5905,21782,27.11%,93.66,101.45,4445.08,237.92,6,0,1961
2013/12/1,32,5426,22539,24.07%,96.93,98.05,2871.33,230.43,0,0,1911
2013/12/2,75,6351,32596,19.48%,94.64,94.7,6837.9,260.1,1,0,1879
2013/12/3,99,9699,81117,11.96%,93.24,102.62,8955.54,275.22,2,0,1804
2013/12/4,135,8157,41129,19.83%,94.2,103.27,12410.5,306.5,3,0,1705
2013/12/5,98,9033,46395,19.47%,95.63,101.52,9090.21,281.53,4,0,1570
2013/12/6,123,6506,48321,13.46%,93.63,100.51,11222.55,293.94,5,0,1472
2013/12/7,147,9351,50066,18.68%,93.07,98.87,13369.58,311.71,6,0,1349
2013/12/8,160,9720,54089,17.97%,95.16,95.5,14894.1,331.5,0,0,1202
2013/12/9,108,7988,35793,22.32%,95.13,99.92,9986.29,287.75,1,0,3423
2013/12/10,87,10080,44401,22.70%,93.58,96.07,7874.78,266.68,2,0,3315
2013/12/11,146,9250,84815,10.91%,93.61,94.99,13356.64,310.42,3,0,3228
2013/12/12,130,8791,50256,17.49%,94.98,108.61,12042.72,304.68,4,0,3082
2013/12/13,125,10655,47319,22.52%,91.58,99.81,11161.04,286.46,5,0,2952
2013/12/14,130,8655,43139,20.06%,91.62,101.63,11619.72,290.88,6,0,2827
2013/12/15,108,8684,32009,27.13%,92.96,97.36,9758.1,281.58,0,0,2697
2013/12/16,119,9814,42349,23.17%,93.93,99.47,10883.69,293.98,1,0,2589
2013/12/17,87,11873,89548,13.26%,94.94,98.31,7990.93,268.85,2,0.13,2470
2013/12/18,112,11463,100452,11.41%,97.22,98.63,10589.95,298.69,3,0,2383
2013/12/19,111,8940,39127,22.85%,95.95,98.53,10355.24,295.21,4,0,2271
2013/12/20,111,11842,112457,10.53%,93.88,105.11,10133.83,286.85,5,0,2160
2013/12/21,119,9583,44129,21.72%,94.12,103.69,10908.3,291.98,6,0,2049
2013/12/22,92,7725,26818,28.81%,92.12,99.68,8208.35,266.69,0,0,1930
2013/12/23,118,7150,33241,21.51%,94.05,100.75,10805.28,292.62,1,0,1838
2013/12/24,90,8654,48718,17.76%,93.47,106.4,8143,269.3,2,0,1720
2013/12/25,109,8344,36491,22.87%,94.65,95.68,10028.35,288.5,3,0,1630
2013/12/26,84,9445,49282,19.17%,92.32,96.21,7492.9,261.98,4,0,1521
2013/12/27,122,13662,65329,20.91%,94.98,99.97,11288.03,299.53,5,0,1437
2013/12/28,120,17311,60046,28.83%,96.97,108.35,11333.45,302.95,6,0.38,1315
2013/12/29,122,6497,36660,17.72%,93.65,107.59,11132.24,293.06,0,0,1195
2013/12/30,101,8271,28302,29.22%,94.63,98.05,9276.18,281.45,1,0,3454
2013/12/31,99,11832,42096,28.11%,95.18,107.66,9142.5,280.32,2,0,3353
2014/1/1,118,9064,65134,13.92%,92.96,104.54,10682.12,287.16,3,0,3254
2014/1/2,164,13808,121258,11.39%,94.18,97.35,15116.08,329.44,4,0,3136
2014/1/3,205,17026,141699,12.02%,93.72,99.33,18855.86,356.74,5,0,2972
2014/1/4,144,14630,141155,10.36%,93.86,99.63,13204.2,311.64,6,0,2767
2014/1/5,137,13769,115814,11.89%,92.08,105.59,12317.79,297.17,0,0,2623
2014/1/6,133,16516,69805,23.66%,93.64,96.18,12151,303.12,1,0,2486
2014/1/7,149,11343,99292,11.42%,94.56,105.9,13771.3,318.14,2,0,2353
2014/1/8,155,14569,88946,16.38%,96.43,101.26,14614.28,332.37,3,0,2204
2014/1/9,149,11749,43680,26.90%,95.42,105.88,13894.11,323.47,4,0,2049
2014/1/10,163,16008,152960,10.47%,97.77,103.93,15588.87,347.64,5,0,1900
2014/1/11,162,14531,55273,26.29%,91.9,99.87,14573.15,314.65,6,0,1737
2014/1/12,139,17143,109630,15.64%,95.15,107.03,12913.14,312.71,0,0,1575
2014/1/13,155,12199,98671,12.36%,93.74,105.05,14209.75,319.95,1,0,1436
2014/1/14,137,14007,58521,23.93%,97.73,110.43,13066.29,322.72,2,0,1281
2014/1/15,137,11664,51658,22.58%,91.7,92.52,12265.84,297.06,3,0,3525
2014/1/16,151,11331,41129,27.55%,91.61,101.12,13527.77,305.34,4,0,3388
2014/1/17,141,13838,56021,24.70%,92.06,93.99,12678.37,302.09,5,0,3237
2014/1/18,155,10235,39260,26.07%,88.99,94.54,13498.92,294.53,6,0,3096
2014/1/19,120,14418,92182,15.64%,92.16,99.74,10771.84,287.36,0,0,2941
2014/1/20,133,13505,99676,13.55%,91.66,97.2,11896.58,294.2,1,0,2821
2014/1/21,173,14183,56704,25.01%,93.46,100.74,15835.67,332.91,2,0,2688
2014/1/22,123,12448,47626,26.14%,93.81,107.83,11242.08,296.55,3,0,2515
2014/1/23,138,11319,37970,29.81%,96.86,98.82,13046.51,320.17,4,0,2392
2014/1/24,170,16694,91462,18.25%,94.98,104.6,15808.34,338.26,5,0,2254
2014/1/25,152,12677,72687,17.44%,91.9,97.36,13661.75,307.05,6,0,2084
2014/1/26,133,11743,46000,25.53%,91.23,93.05,11840.09,293.5,0,0,1932
2014/1/27,132,11813,70248,16.82%,93.99,96.23,12103.36,303.32,1,0,1799
2014/1/28,150,11854,41425,28.62%,90.34,103.2,13251.25,299.75,2,0,1667
2014/1/29,116,14279,52557,27.17%,96.62,109.37,10905.97,301.95,3,0,1517
2014/1/30,140,13965,75161,18.58%,95.3,108.27,13025.85,316.15,4,0,1401
2014/1/31,131,12771,51048,25.02%,91.98,105.66,11755.37,294.01,5,0,1261
2014/2/1,179,14903,59396,25.09%,89.47,92.27,15701.98,313.15,6,0,3511
2014/2/2,144,18751,155448,12.06%,95.58,100.68,13443.73,319.79,0,0,3332
2014/2/3,159,16852,60076,28.05%,92.63,101.93,14411.52,316.65,1,0,3188
2014/2/4,145,16443,81785,20.11%,95.31,102.23,13501.21,318.74,2,0,3029
2014/2/5,178,12200,45987,26.53%,89.63,95.26,15639.15,314.99,3,0,2884
2014/2/6,177,13940,84994,16.40%,91.6,96.52,15889.13,324.07,4,0,2706
2014/2/7,166,14569,52199,27.91%,92.79,101.05,15081.95,321.19,5,0,2529
2014/2/8,163,15686,88202,17.78%,92.86,100.88,14815.39,320.79,6,0,2363
2014/2/9,151,13841,135473,10.22%,91.84,94.06,13561.28,306.56,0,0,2200
2014/2/10,155,15856,56411,28.11%,93.97,100.62,14244.25,321.1,1,0,2049
2014/2/11,181,18039,152540,11.83%,90.58,98.1,16075.05,319.93,2,0,1894
2014/2/12,177,13734,83814,16.39%,92.41,100.32,16028.9,327.67,3,0,1713
2014/2/13,155,17603,60697,29.00%,92.92,95.85,14087.38,315.22,4,0,1536
2014/2/14,181,18260,62939,29.01%,93.7,104.13,16622.33,337.37,5,0,1381
2014/2/15,169,16408,76427,21.47%,94.08,94.44,15566.48,333.04,6,0,1200
2014/2/16,141,15990,70637,22.64%,90.39,95.2,12449.85,295.14,0,0,3412
2014/2/17,139,17004,89641,18.97%,89.56,100.04,12161.12,287.72,1,0,3271
2014/2/18,161,16553,104341,15.86%,95.17,103.22,14992.06,330.31,2,0,3132
2014/2/19,179,13101,79048,16.57%,93.27,96.92,16359.2,336.13,3,0,2971
2014/2/20,159,15108,64425,23.45%,91.09,100.59,14173.65,309.66,4,0,2792
2014/2/21,195,16498,65866,25.05%,95.68,103.82,18294.17,363.43,5,0,2633
2014/2/22,173,15058,58292,25.83%,92.8,103.88,15725.9,328.5,6,0,2438
2014/2/23,152,16737,64891,25.79%,94.92,105.39,14105.89,321.95,0,0,2265
2014/2/24,143,19913,168409,11.82%,92.68,101.16,12947.92,305.32,1,0,2113
2014/2/25,208,15368,77271,19.89%,96.66,103.74,19725.69,379.59,2,0,1970
2014/2/26,186,14409,129215,11.15%,96.04,97.96,17506.4,357.04,3,0,1762
2014/2/27,171,18417,87739,20.99%,92.03,95.64,15414.53,322.6,4,0.12,1576
2014/2/28,177,18132,96290,18.83%,94.46,100.4,16378.61,340.81,5,0,1405
2014/3/1,177,17002,61259,27.75%,93.8,102.23,16266.64,335.96,6,0,1228
2014/3/2,188,19559,114929,17.02%,95.24,102.58,17553.16,351.96,0,0,3432
2014/3/3,194,16255,131711,12.34%,90.57,94.49,17242.37,328.21,1,0,3244
2014/3/4,194,15843,123197,12.86%,93.86,93.95,17857.56,351.28,2,0,3050
2014/3/5,210,17462,69210,25.23%,94.61,101.65,19502.35,365.75,3,0,2856
2014/3/6,182,15349,68631,22.36%,88.97,92.78,15881.36,311.18,4,0,2646
2014/3/7,171,18950,157621,12.02%,90.11,100.04,15098.06,310.75,5,0,2464
2014/3/8,182,20817,178195,11.68%,88.4,88.72,15779.9,308.9,6,0,2293
2014/3/9,173,17095,71171,24.02%,91.94,100.01,15582.22,323.4,0,0,2111
2014/3/10,152,20667,180414,11.46%,93.91,107.17,13956.65,317.67,1,0.09,1938
2014/3/11,188,20888,79009,26.44%,95.48,97.98,17593.92,356.32,2,0,1786
2014/3/12,167,15052,62392,24.12%,92.62,99.17,15144.18,323.36,3,0,1598
2014/3/13,199,19017,163559,11.63%,95.73,97.04,18683.96,366.31,4,0,1431
2014/3/14,202,17262,147579,11.70%,89.71,98.13,17792.35,329.07,5,0,1232
2014/3/15,181,18800,63229,29.73%,89.07,96.43,15810.4,311.27,6,0,3411
2014/3/16,166,16033,91693,17.49%,92.36,98,15011.29,320.47,0,0,3230
2014/3/17,163,18141,104181,17.41%,93.25,100.54,14875.45,324.3,1,0,3064
2014/3/18,187,15856,60390,26.26%,92.41,104.84,16946.41,334.26,2,0,2901
2014/3/19,181,19947,68913,28.95%,88.35,90.95,15684.88,306.47,3,0,2714
2014/3/20,194,15171,51046,29.72%,92.31,92.62,17568.93,339.21,4,0,2533
2014/3/21,225,19011,75839,25.07%,89.88,101.5,19879.81,343.19,5,0,2339
2014/3/22,203,18538,105779,17.53%,93.84,101.96,18693.16,356.36,6,0,2114
2014/3/23,202,17950,153813,11.67%,93.23,105.69,18482.15,350.31,0,0,1911
2014/3/24,178,15964,62498,25.54%,90.63,98.75,15811.66,320.48,1,0,1709
2014/3/25,207,14462,68319,21.17%,91.49,102.61,18594.02,344.41,2,0,1531
2014/3/26,182,14865,80418,18.48%,90.4,96.23,16131.5,321.3,3,0,1324
2014/3/27,180,21671,77046,28.13%,92.4,102.79,16300.38,331.62,4,0,3523
2014/3/28,206,19755,161608,12.22%,94.45,107.39,19092.73,363.97,5,0,3343
2014/3/29,166,17422,87757,19.85%,90.57,98.34,14724.14,310.48,6,0,3137
2014/3/30,203,21583,211037,10.23%,93.56,96.1,18638.9,353.78,0,0,2971
2014/3/31,169,17147,88508,19.37%,91.5,95.19,15145.87,317.63,1,0,2768
2014/4/1,181,17423,156596,11.13%,90.99,93.7,16144.87,324.32,2,0,2599
2014/4/2,182,19705,159214,12.38%,92.37,95.79,16481.59,329.75,3,0.12,2418
2014/4/3,171,15258,123541,12.35%,90.53,94.69,15167.12,313.51,4,0,2236
2014/4/4,200,16926,73641,22.98%,91.5,99.12,17960.42,339.58,5,0,2065
2014/4/5,210,16152,64813,24.92%,90.23,98.19,18611.29,337.01,6,0,1865
2014/4/6,156,14269,65854,21.67%,96.57,102.75,14729.89,335.03,0,0,1655
2014/4/7,188,16538,56552,29.24%,92.72,101.28,17092.56,338.8,1,0,1499
2014/4/8,170,14889,85092,17.50%,91.27,92.39,15199.92,315.98,2,0,1311
2014/4/9,159,17974,114380,15.71%,93.11,94.34,14484.63,319.86,3,0,3522
2014/4/10,164,18995,69395,27.37%,92.47,94.85,14845.45,319.63,4,0,3363
2014/4/11,199,18368,126921,14.47%,92.27,99.44,18019.53,342.2,5,0,3199
2014/4/12,184,17092,58405,29.26%,93.96,96.98,16946.6,342.04,6,0,3000
2014/4/13,185,17026,166219,10.24%,94.26,98.27,17091.45,346.65,0,0,2816
2014/4/14,182,17402,59195,29.40%,91.7,97.21,16360.27,329.13,1,0,2631
2014/4/15,193,15191,139839,10.86%,91.63,102.79,17347.8,336.79,2,0,2449
2014/4/16,169,15958,57355,27.82%,92.25,92.44,15268.73,321.52,3,0,2256
2014/4/17,173,16870,82076,20.55%,88.21,96.8,14957.76,302.57,4,0,2087
2014/4/18,184,18144,60764,29.86%,89.81,98.82,16205.62,319.42,5,0,1914
2014/4/19,203,18142,158087,11.48%,95.59,107.04,19038.35,366.42,6,0,1730
2014/4/20,178,16619,78848,21.08%,96.17,109.63,16767.66,350.6,0,0,1527
2014/4/21,179,16666,56713,29.39%,92.4,92.68,16208.85,330.75,1,0,1349
2014/4/22,192,18642,91105,20.46%,94.08,96.25,17713.78,349.58,2,0,3551
2014/4/23,189,14180,62776,22.59%,93.57,106.01,17341.12,343.61,3,0,3359
2014/4/24,187,17236,72072,23.91%,99.13,105.95,18159.98,377.33,4,0,3170
2014/4/25,208,18594,97397,19.09%,95.23,103.29,19437.54,370.3,5,0,2983
2014/4/26,193,16953,75175,22.55%,92.76,101.99,17561.47,341.21,6,0,2775
2014/4/27,190,18608,85805,21.69%,91.13,100.41,16984.48,330.22,0,0,2582
2014/4/28,178,16496,58865,28.02%,89.85,102.41,15678.78,314.52,1,0,2392
2014/4/29,182,16394,150280,10.91%,93.5,107.48,16678.3,338.7,2,0,2214
2014/4/30,168,17219,110242,15.62%,91.61,101.51,15071.24,319.24,3,0,2032
2014/5/1,185,20227,69728,29.01%,90.3,94.19,16382.64,322.86,4,0,1864
2014/5/2,170,15470,55636,27.81%,91.88,104,15298.79,320.81,5,0,1679
2014/5/3,169,13030,68173,19.11%,91.04,91.71,15069.44,316.32,6,0,1509
2014/5/4,158,13089,58426,22.40%,96.6,99.95,14925.25,337.55,0,0,1340
2014/5/5,106,13495,86797,15.55%,95.02,107.81,9786.77,285.35,1,0,3563
2014/5/6,156,14032,101958,13.76%,93.27,96.85,14233.89,316.23,2,0,3457
2014/5/7,145,12989,67391,19.27%,96.27,99.46,13636.58,322.57,3,0,3301
2014/5/8,182,12622,73955,17.07%,93.5,95.44,16679.64,337.36,4,0,3156
2014/5/9,159,14474,66783,21.67%,91.65,103.46,14259.76,312.59,5,0,2974
2014/5/10,187,12811,110872,11.55%,96.45,103.68,17677.71,358.44,6,0,2815
2014/5/11,133,13777,46720,29.49%,94.52,104.09,12264.23,306.93,0,0,2628
2014/5/12,125,14792,49764,29.72%,91.4,94.68,11139.26,285.74,1,0,2495
2014/5/13,155,13652,56970,23.96%,93.12,103.71,14118.9,314.7,2,0,2370
2014/5/14,157,18376,88679,20.72%,91.79,102.25,14100.63,310.4,3,0,2215
2014/5/15,180,15352,94820,16.19%,90.8,95.06,16024.12,319.88,4,0,2058
2014/5/16,144,15175,57752,26.28%,95.46,101.34,13427.53,318.71,5,0,1878
2014/5/17,156,14135,59654,23.69%,97.46,100.53,14864.28,339.48,6,0,1734
2014/5/18,144,11119,83902,13.25%,90.88,104.19,12788.71,298.01,0,0,1578
2014/5/19,146,16882,59825,28.22%,94.84,104.02,13529.28,317.36,1,0,1434
2014/5/20,151,14159,53529,26.45%,92.44,105.4,13647.04,311.4,2,0,1288
2014/5/21,155,10837,37374,29.00%,92.81,97.03,14071.2,314.35,3,0,3518
2014/5/22,170,13851,56501,24.51%,92.63,103.49,15423.92,323.18,4,0,3363
2014/5/23,179,11352,50978,22.27%,92.13,102.71,16161.9,329.37,5,0,3193
2014/5/24,170,16791,91430,18.36%,93.99,103.74,15647.11,331.19,6,0,3014
2014/5/25,149,11206,39107,28.65%,92.27,105.63,13441.75,306.48,0,0,2844
2014/5/26,171,14513,53119,27.32%,94.51,100.09,15826.89,334.32,1,0,2695
2014/5/27,135,13601,124729,10.90%,93.91,95.75,12374.43,303.42,2,0,2524
2014/5/28,147,13701,130146,10.53%,93.57,103,13442.38,312.41,3,0,2389
2014/5/29,167,11044,63003,17.53%,92.27,102.36,15090,319.09,4,0,2242
2014/5/30,157,16217,61870,26.21%,92.98,101,14281.62,316.24,5,0,2075
2014/5/31,175,13032,43811,29.75%,95.68,98.65,16397.48,346.52,6,0,1918
2014/6/1,176,12849,98775,13.01%,95.21,102.41,16413.27,343.69,0,0,1743
2014/6/2,103,8619,39387,21.88%,92.3,96.62,9232.52,274.38,1,0,1567
2014/6/3,129,11629,66007,17.62%,94.49,100.55,11885.71,303.5,2,0,1464
2014/6/4,97,11111,37794,29.40%,95.84,105.12,9015.14,281.34,3,0,1335
2014/6/5,149,9450,35205,26.84%,91.04,101.22,13263.58,301.38,4,0,1238
2014/6/6,131,9453,35316,26.77%,95.51,98.84,12202.19,309.62,5,0,3470
2014/6/7,112,11121,57402,19.37%,93.14,98.8,10147.37,284.31,6,0,3339
2014/6/8,110,10682,58383,18.30%,95.65,99.51,10230.49,291.01,0,0,3227
2014/6/9,102,12139,78477,15.47%,93.03,95.8,9212.31,276.75,1,0,3117
2014/6/10,141,11735,105459,11.13%,90.99,101.68,12531.73,297.86,2,0,3015
2014/6/11,97,9095,33321,27.30%,91.39,103.85,8595.29,269.54,3,0,2874
2014/6/12,137,10887,41461,26.26%,94.79,100.05,12675.49,310.74,4,0,2777
2014/6/13,125,8310,27705,29.99%,95.25,105.98,11605.02,301.23,5,0,2640
2014/6/14,127,11410,38118,29.93%,92.97,105.48,11511.38,295.81,6,0,2515
2014/6/15,129,9434,44692,21.11%,96.11,108.31,12089.24,308.95,0,0,2388
2014/6/16,143,7680,30260,25.38%,91.55,94.06,12790.55,301.1,1,0,2259
2014/6/17,119,10781,37310,28.90%,94.79,108.39,10983.45,296.56,2,0,2116
2014/6/18,151,8248,30556,26.99%,92.55,97.78,13665.6,309.45,3,0,1997
2014/6/19,115,10923,73078,14.95%,93.71,98.48,10488.54,288.11,4,0,1846
2014/6/20,152,13145,69144,19.01%,95.16,96.05,14139.03,325.29,5,0,1731
2014/6/21,110,10455,83087,12.58%,93.39,100.2,9988.76,284.14,6,0,1579
2014/6/22,102,11022,37901,29.08%,94.39,95.93,9345.08,282.7,0,0,1469
2014/6/23,117,8114,36675,22.12%,97.23,100.85,11072.3,303.61,1,0,1367
2014/6/24,115,7583,52035,14.57%,94.11,98.58,10532.86,289.79,2,0,1250
2014/6/25,86,8930,38107,23.43%,96.98,108.75,8063.23,277.05,3,0,3516
2014/6/26,111,8719,38989,22.36%,93.1,105.33,10049.79,284.31,4,0,3430
2014/6/27,136,11858,69089,17.16%,96.47,100.85,12802.79,317.13,5,0,3319
2014/6/28,127,8337,67939,12.27%,98.35,111.02,12174.97,315.48,6,0,3183
2014/6/29,109,8733,37270,23.43%,90.57,102.22,9600.39,271.74,0,0,3056
2014/6/30,112,8993,44070,20.41%,93.97,104.75,10235.69,288.95,1,0,2947
2014/7/1,96,9421,37022,25.45%,96.77,98.9,9006.94,282.98,2,0,2835
2014/7/2,68,3923,19227,20.40%,95.26,105.12,6220.74,256.94,3,0,2739
2014/7/3,52,4357,16111,27.04%,96.46,110.13,4770,245.92,4,0,2671
2014/7/4,77,5055,24027,21.04%,94.57,104.25,7020.6,261.29,5,0,2619
2014/7/5,20,7744,36496,21.22%,96,100.78,1703.17,216.83,6,0,2542
2014/7/6,44,5005,18178,27.53%,95.57,102.75,3968.98,236.1,0,0,2522
2014/7/7,52,8869,49082,18.07%,98.27,107.79,4861.69,248.35,1,0,2478
2014/7/8,58,5170,40771,12.68%,96.49,103.88,5345.24,251.18,2,0,2426
2014/7/9,80,7243,68487,10.58%,96.71,98.45,7467.77,269.03,3,0,2368
2014/7/10,56,7134,28419,25.10%,95.27,99.73,5087.49,247.63,4,0,2288
2014/7/11,59,6460,28831,22.41%,95.17,106.62,5366.16,248.87,5,0,2232
2014/7/12,31,7185,29836,24.08%,95.34,107.66,2728.41,227.13,6,0,2173
2014/7/13,64,2360,16550,14.26%,97.04,99.04,5954.12,256.44,0,0,2142
2014/7/14,61,5714,44895,12.73%,95.47,109.11,5571.57,252.1,1,0,2078
2014/7/15,62,7086,68856,10.29%,96.95,101.73,5754.89,256.01,2,0,2017
2014/7/16,33,8105,47643,17.01%,100.57,110.56,3086.33,232.48,3,0,1955
2014/7/17,45,7554,34653,21.80%,98.22,109.3,4176.44,243.46,4,0,1922
2014/7/18,76,6011,33684,17.85%,95.88,107.56,7022.39,264.49,5,0,1877
2014/7/19,88,3574,19061,18.75%,98.99,113.03,8427.01,284.11,6,0,1801
2014/7/20,67,4675,16646,28.08%,95.83,100.33,6162.19,258.42,0,0,1713
2014/7/21,61,6847,40359,16.97%,92.62,104.55,5402.63,247.19,1,0,1646
2014/7/22,50,6243,30784,20.28%,94.74,96.61,4494.83,242.17,2,0,1585
2014/7/23,64,6216,24212,25.67%,93.07,102.91,5708.85,247.63,3,0,1535
2014/7/24,52,8428,47002,17.93%,96.17,106.87,4755.05,245.79,4,0,1471
2014/7/25,50,8099,36089,22.44%,96.96,106.82,4604.76,243.24,5,0,1419
2014/7/26,55,7585,27837,27.25%,100.33,104.13,5263.47,254.68,6,0,1369
2014/7/27,59,7020,24214,28.99%,97.69,110.48,5509.67,254.04,0,0,1314
2014/7/28,50,5241,40497,12.94%,96.66,99.11,4589.05,243.95,1,0,1255
2014/7/29,51,7812,27380,28.53%,98.81,99.6,4790.79,248.52,2,0,1205
2014/7/30,85,3171,15980,19.84%,92.79,102.78,7624.42,262.73,3,0,3535
2014/7/31,44,5281,34823,15.17%,97.74,104.71,4059.26,241.3,4,0,3450
2014/8/1,54,3952,20601,19.18%,98.87,111.46,5087.07,251.91,5,0,3406
2014/8/2,29,7240,24458,29.60%,94.43,99.86,2515.53,222.94,6,0,3352
2014/8/3,7,3720,18738,19.85%,99.73,102.25,491.36,206.75,0,0,3323
2014/8/4,38,3997,24114,16.58%,98.18,110.5,3496.29,234.55,1,0,3316
2014/8/5,22,2882,12713,22.67%,96.73,104.69,1907.45,220.61,2,0,3278
2014/8/6,30,4062,27440,14.80%,98.88,101.69,2738.04,228.36,3,0,3256
2014/8/7,10,2563,22253,11.52%,102.21,113.25,810.19,211.91,4,0,3226
2014/8/8,29,5614,44634,12.58%,98.09,105.61,2617,227.61,5,0,3216
2014/8/9,50,3116,24807,12.56%,98.28,107.19,4666.25,247.75,6,0,3187
2014/8/10,33,3281,25164,13.04%,96.93,103.63,2969.01,229.68,0,0,3137
2014/8/11,0,6392,50029,12.78%,96.21,108.17,0,0,1,0,3104
2014/8/12,37,3372,14778,22.82%,99.62,112.02,3448.79,237.15,2,0,3104
2014/8/13,22,3591,26331,13.64%,96.31,106.56,1899.9,218.92,3,0,3067
2014/8/14,13,2465,14574,16.91%,98.22,99.77,1062.66,214.2,4,0,3045
2014/8/15,0,4371,15646,27.94%,97.18,109.41,0,0,5,0,3032
2014/8/16,36,1980,10164,19.48%,99.15,109.13,3332.9,236.5,6,0,3032
2014/8/17,19,4526,19382,23.35%,98.92,109.26,1661.78,217.7,0,0,2996
2014/8/18,0,3202,23813,13.45%,100.39,105.86,0,0,1,0,2977
2014/8/19,9,5702,41182,13.85%,97.35,110.19,666.46,209.69,2,0,2977
2014/8/20,28,3928,36311,10.82%,97.89,108.54,2515.39,225.53,3,0,2968
2014/8/21,33,3110,23245,13.38%,96.53,98.16,2957.01,228.48,4,0,2940
2014/8/22,39,2990,19201,15.57%,97.66,103.63,3572.14,236.6,5,0,2907
2014/8/23,28,4017,29667,13.54%,99.36,112.57,2554.86,227.22,6,0,2868
2014/8/24,35,4120,34992,11.77%,100.18,100.89,3271.82,234.48,0,0,2840
2014/8/25,25,3653,29429,12.41%,96.88,110.85,2199.46,222.54,1,0,2805
2014/8/26,53,3918,20389,19.22%,100.52,110.76,5073.13,254.43,2,0,2780
2014/8/27,29,4016,28428,14.13%,101.55,111.17,2715.34,229.61,3,0,2727
2014/8/28,21,4037,23354,17.29%,99.72,103.77,1872.74,221.38,4,0,2698
2014/8/29,31,2849,14196,20.07%,102.71,106.54,2949.32,234.69,5,0,2677
2014/8/30,48,2532,10635,23.81%,97.47,111.24,4434.58,243.98,6,0,2646
2014/8/31,13,2852,26441,10.79%,96.58,100.9,1041.48,214.06,0,0,2598
2014/9/1,51,1353,5206,25.99%,95.57,106.69,4629.6,244.47,1,0,2585
2014/9/2,21,3109,13782,22.56%,102.18,108.21,1923.47,222.31,2,0,2534
2014/9/3,8,2208,18976,11.64%,100.55,102.65,593.46,210.94,3,0,2513
2014/9/4,8,1076,3916,27.48%,99.19,99.35,586.37,207.15,4,0.22,2505
2014/9/5,34,2245,7900,28.42%,99.92,108.08,3163.26,234.02,5,0,2497
2014/9/6,19,4998,44539,11.22%,97.17,111.39,1626.76,219.47,6,0,2463
2014/9/7,0,1331,8566,15.54%,104.37,110.15,0,0,0,0,2444
2014/9/8,0,3150,12057,26.13%,99.79,105.14,0,0,1,0,2444
2014/9/9,24,3230,12938,24.97%,99.81,104.96,2170.39,225.05,2,0,2444
2014/9/10,13,1971,14396,13.69%,101.1,108.99,1099.21,215.09,3,0,2420
2014/9/11,17,1990,14026,14.19%,100.67,107.32,1492.31,219.08,4,0,2407
2014/9/12,34,1901,10919,17.41%,100.21,113.44,3171.13,236.01,5,0,2390
2014/9/13,7,732,3717,19.69%,98.24,105.69,480.57,207.11,6,0,2356
2014/9/14,34,2957,13221,22.37%,100.82,108.5,3194.3,233.58,0,0,2349
2014/9/15,11,0,3466,0.00%,103.69,105.84,926.32,214.27,1,0,2315
2014/9/16,0,107,555,19.28%,102.68,117.82,0,0,2,0,2304
2014/9/17,34,1995,7996,24.95%,103.23,107.1,3272.9,236.92,3,0,2304
2014/9/18,17,5829,54305,10.73%,99.08,100.17,1468.13,216.23,4,0,2270
2014/9/19,28,2224,14778,15.05%,98.17,107.94,2521.74,227.02,5,0,2253
2014/9/20,20,3787,15605,24.27%,99.96,108.89,1777.86,221.34,6,0,2225
2014/9/21,48,1515,5429,27.91%,100.38,106.63,4569.46,248.78,0,0,2205
2014/9/22,18,0,2230,0.00%,102.51,109,1625.6,219.58,1,0,2157
2014/9/23,12,0,4894,0.00%,96.99,108.41,953.01,210.87,2,0,2139
2014/9/24,33,2465,20299,12.14%,103.49,106.53,3177.24,237.93,3,0,2127
2014/9/25,25,3311,17473,18.95%,100.17,112.49,2278.17,226.08,4,0,2094
2014/9/26,28,0,3555,0.00%,99.68,109.38,2564.2,226.84,5,0,2069
2014/9/27,52,1502,10114,14.85%,98.57,104.76,4877.53,248.11,6,0,2041
2014/9/28,29,1920,12479,15.39%,97.34,104.03,2597.51,225.35,0,0,1989
